,id,dt_ocorrencia,uf,regiao,classificacao_da_ocorrencia
2213,157,2015-03-06,SP,Sudeste,Acidente
2214,156,2015-03-05,SP,Sudeste,Ocorrência Anormal
2215,155,2015-03-05,MS,Centro-Oeste,Acidente
2216,154,2015-02-25,PR,Sul,Acidente
2217,153,2015-02-25,ES,Sudeste,Ocorrência Anormal
2218,26523,2020-12-22,MG,Sudeste,Acidente
2219,26783,2021-01-18,PE,Nordeste,Acidente
2220,26905,2021-01-27,RJ,Sudeste,Ocorrência Anormal
2221,671,2010-02-15,RJ,Sudeste,Ocorrência Anormal
2222,670,2010-02-15,AM,Norte,Incidente
2223,26906,2021-01-12,SP,Sudeste,Ocorrência Anormal
2224,26907,2021-01-27,SP,Sudeste,Acidente
2225,26907,2021-01-27,SP,Sudeste,Acidente
2226,26908,2021-01-24,RJ,Sudeste,Incidente Grave
2227,27227,2021-02-25,RS,Sul,Incidente
2228,27243,2021-02-24,RS,Sul,Incidente
2229,27263,2021-02-24,RJ,Sudeste,Incidente
2230,27264,2021-02-22,RS,Sul,Incidente Grave
2231,677,2010-02-18,AC,Norte,Ocorrência Anormal
2232,676,2010-02-17,PE,Nordeste,Ocorrência Anormal
2233,27265,2021-02-28,MG,Sudeste,Incidente
2234,27283,2021-02-25,RJ,Sudeste,Incidente
2235,675,2010-02-17,SP,Sudeste,Ocorrência Anormal
2236,674,2010-02-16,PR,Sul,Incidente Grave
2237,673,2010-02-16,SP,Sudeste,Ocorrência Anormal
2238,672,2010-02-16,RJ,Sudeste,Ocorrência Anormal
2239,669,2010-02-14,SP,Sudeste,Acidente
2240,668,2010-02-14,MG,Sudeste,Acidente
2241,667,2010-02-13,SP,Sudeste,Ocorrência Anormal
2242,666,2010-02-13,SP,Sudeste,Ocorrência Anormal
2243,665,2010-02-12,SP,Sudeste,Ocorrência Anormal
2244,664,2010-02-12,RS,Sul,Ocorrência Anormal
2245,663,2010-02-11,RS,Sul,Ocorrência Anormal
2246,662,2010-02-11,ES,Sudeste,Ocorrência Anormal
2247,661,2010-02-11,RJ,Sudeste,Ocorrência Anormal
2248,660,2010-02-11,MA,Nordeste,Ocorrência Anormal
2249,659,2010-02-11,BA,Nordeste,Incidente Grave
2250,658,2010-02-11,SP,Sudeste,Ocorrência Anormal
2251,657,2010-02-10,SP,Sudeste,Acidente
2252,656,2010-02-10,SP,Sudeste,Ocorrência Anormal
2253,655,2010-02-10,SP,Sudeste,Ocorrência Anormal
2254,654,2010-02-10,RJ,Sudeste,Ocorrência Anormal
2255,653,2010-02-09,BA,Nordeste,Incidente
2256,389,2015-08-06,MG,Sudeste,Incidente
2257,388,2015-08-06,BA,Nordeste,Incidente
2258,387,2015-11-29,RS,Sul,Acidente
2259,386,2015-12-02,SP,Sudeste,Incidente
2260,385,2015-12-02,TO,Norte,Incidente
2261,384,2015-11-29,SP,Sudeste,Incidente
2262,383,2015-08-06,GO,Centro-Oeste,Acidente
2263,383,2015-08-06,GO,Centro-Oeste,Acidente
2264,382,2015-08-06,PA,Norte,Incidente
2265,381,2014-11-21,PR,Sul,Acidente
2266,380,2015-08-09,PR,Sul,Incidente
2267,379,2015-08-05,SP,Sudeste,Ocorrência Anormal
2268,378,2015-08-01,SE,Nordeste,Acidente
2269,377,2015-07-27,SP,Sudeste,Incidente
2270,376,2015-07-30,BA,Nordeste,Ocorrência Anormal
2271,375,2015-07-28,SP,Sudeste,Incidente
2272,374,2015-07-28,MS,Centro-Oeste,Incidente
2273,152,2015-02-26,SP,Sudeste,Incidente
2274,151,2015-02-16,MG,Sudeste,Incidente Grave
2275,150,2015-02-21,CE,Nordeste,Ocorrência Anormal
2276,149,2015-02-10,RJ,Sudeste,Ocorrência Anormal
2277,146,2015-02-21,AM,Norte,Incidente
2278,641,2010-01-23,Indeterminado,,Incidente
2279,148,2015-02-12,SC,Sul,Incidente
2280,145,2015-02-22,SP,Sudeste,Incidente
2281,147,2015-02-21,SP,Sudeste,Acidente
2282,144,2015-02-18,MG,Sudeste,Ocorrência Anormal
2283,143,2015-02-24,MG,Sudeste,Ocorrência Anormal
2284,142,2015-02-24,MS,Centro-Oeste,Ocorrência de Solo
2285,141,2015-02-24,SP,Sudeste,Incidente
2286,140,2015-02-18,RJ,Sudeste,Ocorrência Anormal
2287,26603,2020-11-12,SP,Sudeste,Ocorrência de Solo
2288,26604,2021-01-04,MG,Sudeste,Incidente
2289,26923,2021-02-02,PA,Norte,Acidente
2290,26924,2021-01-31,PA,Norte,Acidente
2291,26923,2021-02-02,PA,Norte,Acidente
2292,26983,2021-02-04,DF,Centro-Oeste,Incidente
2293,26984,2021-02-02,SP,Sudeste,Incidente
2294,652,2010-02-07,SP,Sudeste,Incidente
2295,651,2010-02-06,RJ,Sudeste,Acidente
2296,26985,2021-02-05,SC,Sul,Incidente
2297,26986,2021-02-07,SP,Sudeste,Incidente
2298,26987,2021-02-02,SP,Sudeste,Incidente
2299,650,2010-02-06,GO,Centro-Oeste,Acidente
2300,27023,2021-02-06,RS,Sul,Incidente
2301,27024,2021-02-06,SC,Sul,Incidente
2302,649,2010-02-06,PR,Sul,Ocorrência Anormal
2303,648,2010-02-06,DF,Centro-Oeste,Ocorrência Anormal
2304,639,2010-02-04,PA,Norte,Ocorrência Anormal
2305,630,2010-01-31,PR,Sul,Ocorrência Anormal
2306,628,2010-01-31,RJ,Sudeste,Ocorrência Anormal
2307,647,2010-02-06,SP,Sudeste,Ocorrência de Solo
2308,646,2010-02-05,SP,Sudeste,Ocorrência Anormal
2309,645,2010-02-05,MG,Sudeste,Incidente
2310,644,2010-02-05,GO,Centro-Oeste,Ocorrência Anormal
2311,643,2010-02-05,PR,Sul,Incidente
2312,642,2010-05-23,DF,Centro-Oeste,Incidente
2313,640,2010-02-05,MA,Nordeste,Incidente
2314,638,2010-02-04,SC,Sul,Acidente
2315,637,2010-02-03,PR,Sul,Incidente
2316,636,2010-02-03,SP,Sudeste,Ocorrência Anormal
2317,635,2010-02-02,SP,Sudeste,Ocorrência Anormal
2318,634,2010-02-02,SP,Sudeste,Ocorrência Anormal
2319,633,2010-02-01,SP,Sudeste,Ocorrência Anormal
2320,632,2010-02-01,CE,Nordeste,Ocorrência Anormal
2321,631,2010-01-31,BA,Nordeste,Incidente
2322,626,2010-01-31,DF,Centro-Oeste,Incidente
2323,627,2010-01-31,RJ,Sudeste,Ocorrência Anormal
2324,625,2010-01-31,SP,Sudeste,Ocorrência Anormal
2325,373,2015-07-20,SP,Sudeste,Ocorrência Anormal
2326,372,2015-07-23,SP,Sudeste,Ocorrência Anormal
2327,371,2015-08-02,PR,Sul,Ocorrência Anormal
2328,369,2015-07-25,PR,Sul,Acidente
2329,370,2015-07-24,SP,Sudeste,Acidente
2330,368,2015-07-25,RS,Sul,Acidente
2331,367,2015-07-06,RO,Norte,Incidente
2332,365,2015-07-23,SP,Sudeste,Acidente
2333,365,2015-07-23,SP,Sudeste,Acidente
2334,366,2015-07-23,AM,Norte,Acidente
2335,364,2015-07-20,GO,Centro-Oeste,Acidente
2336,363,2015-07-24,MG,Sudeste,Ocorrência Anormal
2337,362,2015-07-22,AM,Norte,Incidente
2338,361,2015-07-21,PR,Sul,Acidente
2339,139,2015-02-27,MG,Sudeste,Ocorrência Anormal
2340,138,2015-02-27,SP,Sudeste,Incidente
2341,136,2015-02-16,PR,Sul,Acidente
2342,135,2015-02-19,MG,Sudeste,Acidente
2343,137,2015-02-19,SP,Sudeste,Incidente
2344,134,2015-02-25,RS,Sul,Incidente Grave
2345,133,2015-02-24,RJ,Sudeste,Incidente Grave
2346,132,2015-02-16,RJ,Sudeste,Incidente
2347,131,2015-02-26,RJ,Sudeste,Acidente
2348,130,2015-02-22,SC,Sul,Acidente
2349,129,2015-02-22,RR,Norte,Acidente
2350,128,2015-01-11,DF,Centro-Oeste,Incidente
2351,127,2015-02-16,MA,Nordeste,Incidente
2352,27103,2021-02-12,BA,Nordeste,Acidente
2353,126,2015-02-05,DF,Centro-Oeste,Incidente
2354,26743,2021-01-06,RR,Norte,Incidente
2355,26964,2021-01-28,PA,Norte,Acidente
2356,27103,2021-02-12,BA,Nordeste,Acidente
2357,26764,2021-01-20,BA,Nordeste,Incidente
2358,26765,2021-01-19,SP,Sudeste,Incidente
2359,26963,2021-02-04,BA,Nordeste,Acidente
2360,624,2010-01-31,GO,Centro-Oeste,Incidente
2361,624,2010-01-31,GO,Centro-Oeste,Incidente
2362,26963,2021-02-04,BA,Nordeste,Acidente
2363,26965,2021-01-30,SP,Sudeste,Incidente
2364,26966,2021-01-31,MG,Sudeste,Incidente
2365,623,2010-01-30,MA,Nordeste,Ocorrência Anormal
2366,622,2010-01-30,RN,Nordeste,Ocorrência Anormal
2367,27163,2021-02-20,AL,Nordeste,Incidente
2368,27164,2021-02-19,BA,Nordeste,Incidente
2369,27183,2021-02-23,RS,Sul,Incidente
2370,621,2010-01-29,Exterior,,Incidente
2371,620,2010-01-29,PA,Norte,Ocorrência Anormal
2372,619,2010-01-29,SC,Sul,Ocorrência Anormal
2373,618,2010-01-28,SC,Sul,Incidente Grave
2374,617,2010-01-28,RS,Sul,Ocorrência Anormal
2375,616,2010-01-28,PA,Norte,Incidente
2376,615,2010-01-27,MG,Sudeste,Ocorrência de Solo
2377,614,2010-01-27,SP,Sudeste,Acidente
2378,613,2010-01-27,MA,Nordeste,Ocorrência Anormal
2379,612,2010-01-26,SP,Sudeste,Acidente
2380,611,2010-01-26,MG,Sudeste,Ocorrência Anormal
2381,610,2010-01-26,TO,Norte,Incidente Grave
2382,609,2010-01-26,BA,Nordeste,Ocorrência Anormal
2383,608,2010-01-26,PA,Norte,Incidente
2384,607,2010-01-25,PA,Norte,Acidente
2385,606,2010-01-25,SP,Sudeste,Incidente
2386,605,2010-01-24,RJ,Sudeste,Acidente
2387,604,2010-01-23,PR,Sul,Incidente Grave
2388,604,2010-01-23,PR,Sul,Incidente Grave
2389,360,2015-07-20,SP,Sudeste,Incidente
2390,359,2015-07-19,MG,Sudeste,Incidente
2391,358,2015-07-20,AM,Norte,Ocorrência Anormal
2392,357,2015-07-18,BA,Nordeste,Incidente
2393,356,2015-07-14,PA,Norte,Acidente
2394,355,2015-07-10,MT,Centro-Oeste,Acidente
2395,354,2015-07-10,SP,Sudeste,Incidente
2396,353,2015-06-21,RS,Sul,Acidente
2397,352,2015-06-23,SP,Sudeste,Ocorrência Anormal
2398,351,2015-06-25,SP,Sudeste,Incidente
2399,349,2015-09-13,CE,Nordeste,Acidente
2400,350,2015-06-17,SP,Sudeste,Acidente
2401,350,2015-06-17,SP,Sudeste,Acidente
2402,348,2015-09-13,PA,Norte,Acidente
2403,347,2015-09-11,BA,Nordeste,Incidente
2404,346,2015-09-08,SP,Sudeste,Ocorrência de Solo
2405,119,2015-03-20,BA,Nordeste,Ocorrência Anormal
2406,118,2015-03-23,DF,Centro-Oeste,Ocorrência Anormal
2407,117,2015-02-11,SP,Sudeste,Incidente
2408,116,2015-02-07,RJ,Sudeste,Incidente
2409,115,2015-02-07,MA,Nordeste,Acidente
2410,124,2015-02-03,PR,Sul,Incidente Grave
2411,114,2015-02-05,PR,Sul,Acidente
2412,125,2015-02-04,PR,Sul,Incidente Grave
2413,123,2015-02-01,PR,Sul,Ocorrência Anormal
2414,122,2015-03-05,SP,Sudeste,Ocorrência Anormal
2415,121,2015-03-04,PA,Norte,Acidente
2416,120,2015-03-02,PR,Sul,Acidente
2417,113,2015-01-27,SP,Sudeste,Incidente
2418,26867,2021-01-26,ES,Sudeste,Incidente
2419,26883,2021-01-25,MT,Centro-Oeste,Incidente Grave
2420,26643,2021-01-11,SP,Sudeste,Incidente
2421,26826,2021-01-24,SP,Sudeste,Incidente
2422,26843,2021-01-23,SP,Sudeste,Incidente
2423,26844,2021-01-22,SP,Sudeste,Acidente
2424,26845,2021-01-21,MS,Centro-Oeste,Incidente
2425,26863,2021-01-25,PR,Sul,Acidente
2426,26863,2021-01-25,PR,Sul,Acidente
2427,26865,2021-01-23,MG,Sudeste,Incidente
2428,26868,2020-12-31,RJ,Sudeste,Incidente
2429,26869,2021-01-08,MG,Sudeste,Incidente
2430,26870,2021-01-24,TO,Norte,Acidente
2431,26883,2021-01-25,MT,Centro-Oeste,Incidente Grave
2432,603,2010-01-23,MT,Centro-Oeste,Acidente
2433,602,2010-01-23,RJ,Sudeste,Incidente
2434,601,2010-01-22,SP,Sudeste,Ocorrência Anormal
2435,600,2010-01-22,RJ,Sudeste,Ocorrência de Solo
2436,599,2010-01-21,PA,Norte,Ocorrência Anormal
2437,597,2010-01-20,CE,Nordeste,Ocorrência Anormal
2438,598,2010-01-21,SP,Sudeste,Incidente
2439,596,2010-01-20,SP,Sudeste,Ocorrência Anormal
2440,595,2010-01-20,SP,Sudeste,Ocorrência Anormal
2441,594,2010-01-20,SP,Sudeste,Incidente
2442,593,2010-01-20,MG,Sudeste,Incidente
2443,592,2010-01-19,PR,Sul,Acidente
2444,591,2010-01-19,RS,Sul,Incidente
2445,590,2010-01-19,RJ,Sudeste,Incidente
2446,589,2010-01-18,AM,Norte,Ocorrência Anormal
2447,588,2010-01-18,SP,Sudeste,Ocorrência Anormal
2448,587,2010-01-17,RJ,Sudeste,Incidente
2449,586,2010-01-17,ES,Sudeste,Ocorrência Anormal
2450,585,2010-01-17,BA,Nordeste,Ocorrência Anormal
2451,584,2010-01-15,AM,Norte,Incidente
2452,583,2010-01-15,SP,Sudeste,Incidente
2453,345,2015-06-14,SP,Sudeste,Incidente
2454,344,2015-06-11,PA,Norte,Incidente
2455,337,2015-08-31,SC,Sul,Incidente
2456,343,2015-06-15,RS,Sul,Incidente
2457,342,2015-06-17,PR,Sul,Incidente
2458,340,2015-09-01,SP,Sudeste,Incidente
2459,339,2015-08-30,PA,Norte,Acidente
2460,338,2015-08-30,SP,Sudeste,Acidente
2461,336,2015-07-21,PR,Sul,Ocorrência Anormal
2462,335,2015-07-11,SP,Sudeste,Incidente
2463,334,2015-07-12,MS,Centro-Oeste,Incidente
2464,333,2015-07-11,SP,Sudeste,Incidente
2465,332,2015-07-09,SP,Sudeste,Ocorrência Anormal
2466,331,2015-07-14,MG,Sudeste,Acidente
2467,112,2014-12-16,PA,Norte,Incidente
2468,111,2014-12-15,MG,Sudeste,Incidente
2469,110,2015-12-08,MG,Sudeste,Incidente
2470,109,2015-02-09,RS,Sul,Incidente
2471,108,2015-02-02,SC,Sul,Incidente
2472,107,2015-01-30,BA,Nordeste,Incidente
2473,106,2015-01-23,GO,Centro-Oeste,Incidente
2474,105,2015-01-08,MT,Centro-Oeste,Acidente
2475,104,2015-02-08,SP,Sudeste,Incidente
2476,103,2015-02-08,RJ,Sudeste,Incidente
2477,102,2015-02-07,SP,Sudeste,Ocorrência Anormal
2478,101,2015-02-07,RS,Sul,Acidente
2479,100,2015-02-06,SP,Sudeste,Incidente
2480,26703,2020-12-28,MG,Sudeste,Acidente
2481,26606,2021-01-08,SP,Sudeste,Incidente
2482,26824,2021-01-19,PR,Sul,Incidente Grave
2483,26903,2021-01-28,MG,Sudeste,Incidente Grave
2484,26904,2021-01-29,DF,Centro-Oeste,Incidente Grave
2485,26824,2021-01-19,PR,Sul,Incidente Grave
2486,26825,2021-01-21,SC,Sul,Incidente
2487,26827,2021-01-21,PE,Nordeste,Incidente
2488,27026,2021-01-07,MG,Sudeste,Incidente
2489,27027,2021-02-06,RS,Sul,Acidente
2490,27152,2021-02-18,SP,Sudeste,Incidente
2491,582,2010-01-15,AM,Norte,Acidente
2492,581,2010-01-15,BA,Nordeste,Incidente
2493,580,2010-01-15,MT,Centro-Oeste,Ocorrência Anormal
2494,579,2010-09-09,GO,Centro-Oeste,Incidente
2495,578,2010-09-09,SC,Sul,Incidente
2496,577,2010-09-08,RJ,Sudeste,Ocorrência Anormal
2497,576,2010-09-08,RS,Sul,Incidente Grave
2498,576,2010-09-08,RS,Sul,Incidente Grave
2499,575,2010-09-07,PE,Nordeste,Ocorrência Anormal
2500,574,2010-08-11,MA,Nordeste,Incidente
2501,573,2010-08-11,BA,Nordeste,Incidente
2502,572,2010-08-10,RS,Sul,Incidente Grave
2503,571,2010-08-10,RJ,Sudeste,Incidente
2504,570,2010-08-10,MG,Sudeste,Incidente
2505,569,2010-08-10,PE,Nordeste,Incidente
2506,568,2010-07-07,SP,Sudeste,Incidente
2507,567,2010-07-07,SC,Sul,Incidente
2508,566,2010-07-07,MG,Sudeste,Ocorrência de Solo
2509,565,2010-07-05,MT,Centro-Oeste,Incidente Grave
2510,564,2010-07-05,MG,Sudeste,Incidente
2511,563,2010-05-28,SC,Sul,Ocorrência Anormal
2512,562,2010-05-27,ES,Sudeste,Ocorrência Anormal
2513,561,2010-05-26,MA,Nordeste,Incidente
2514,560,2010-05-26,BA,Nordeste,Ocorrência Anormal
2515,330,2015-07-13,PI,Nordeste,Incidente
2516,329,2015-07-11,MG,Sudeste,Acidente
2517,328,2015-07-10,SP,Sudeste,Ocorrência Anormal
2518,327,2015-06-13,RS,Sul,Acidente
2519,322,2015-05-13,MG,Sudeste,Incidente
2520,326,2015-06-01,AM,Norte,Incidente
2521,325,2015-06-02,AM,Norte,Incidente
2522,324,2015-06-07,MG,Sudeste,Acidente
2523,323,2015-05-09,PA,Norte,Acidente
2524,321,2015-05-14,RJ,Sudeste,Ocorrência Anormal
2525,320,2015-05-17,PR,Sul,Incidente Grave
2526,319,2015-05-09,PR,Sul,Ocorrência Anormal
2527,318,2015-05-15,PE,Nordeste,Incidente
2528,98,2015-01-30,MG,Sudeste,Incidente
2529,97,2015-01-31,MA,Nordeste,Incidente
2530,99,2015-02-03,BA,Nordeste,Incidente
2531,96,2015-02-02,MG,Sudeste,Acidente
2532,95,2015-01-24,SP,Sudeste,Acidente
2533,94,2015-02-09,RJ,Sudeste,Incidente
2534,93,2015-02-09,SP,Sudeste,Ocorrência Anormal
2535,92,2015-02-10,AM,Norte,Incidente
2536,91,2015-02-06,BA,Nordeste,Incidente
2537,90,2015-01-28,MG,Sudeste,Ocorrência Anormal
2538,89,2015-06-03,MG,Sudeste,Ocorrência Anormal
2539,88,2015-06-05,MG,Sudeste,Acidente
2540,87,2015-06-10,SP,Sudeste,Incidente Grave
2541,86,2015-06-11,GO,Centro-Oeste,Acidente
2542,85,2015-05-20,PR,Sul,Acidente
2543,84,2015-05-23,CE,Nordeste,Ocorrência Anormal
2544,83,2015-05-24,ES,Sudeste,Incidente Grave
2545,27184,2021-02-19,MT,Centro-Oeste,Acidente
2546,27185,2021-02-20,MT,Centro-Oeste,Acidente
2547,27185,2021-02-20,MT,Centro-Oeste,Acidente
2548,27186,2021-02-23,MT,Centro-Oeste,Acidente
2549,27203,2021-02-21,RJ,Sudeste,Incidente
2550,27204,2021-02-20,MG,Sudeste,Acidente
2551,27205,2021-02-19,GO,Centro-Oeste,Incidente
2552,27207,2020-04-30,SP,Sudeste,Incidente Grave
2553,27208,2021-01-17,SP,Sudeste,Incidente Grave
2554,27223,2021-02-19,RR,Norte,Incidente Grave
2555,27224,2021-02-18,SP,Sudeste,Ocorrência Anormal
2556,27225,2021-02-19,PA,Norte,Incidente
2557,27226,2021-02-24,MG,Sudeste,Incidente
2558,559,2010-05-26,BA,Nordeste,Acidente
2559,558,2010-04-21,RJ,Sudeste,Incidente
2560,557,2010-04-21,RJ,Sudeste,Incidente
2561,556,2010-04-21,RJ,Sudeste,Ocorrência Anormal
2562,555,2010-04-21,RJ,Sudeste,Acidente
2563,554,2010-04-21,SP,Sudeste,Incidente
2564,553,2010-04-21,PE,Nordeste,Acidente
2565,552,2010-03-15,SC,Sul,Incidente
2566,551,2010-03-15,RJ,Sudeste,Ocorrência de Solo
2567,550,2010-03-13,PR,Sul,Ocorrência Anormal
2568,549,2010-03-13,SP,Sudeste,Ocorrência de Solo
2569,548,2010-03-12,DF,Centro-Oeste,Ocorrência Anormal
2570,547,2010-02-08,MG,Sudeste,Incidente
2571,546,2010-02-08,SP,Sudeste,Incidente
2572,545,2010-02-07,MT,Centro-Oeste,Acidente
2573,544,2010-02-07,BA,Nordeste,Acidente
2574,543,2010-02-07,SP,Sudeste,Ocorrência Anormal
2575,541,2010-01-15,SP,Sudeste,Incidente
2576,542,2010-02-07,ES,Sudeste,Incidente
2577,540,2007-01-14,MT,Centro-Oeste,Acidente
2578,539,2010-01-13,DF,Centro-Oeste,Ocorrência Anormal
2579,538,2010-01-13,RS,Sul,Ocorrência Anormal
2580,313,2015-06-21,SP,Sudeste,Incidente
2581,312,2015-06-13,MG,Sudeste,Incidente
2582,317,2015-05-16,CE,Nordeste,Incidente
2583,316,2015-05-17,SE,Nordeste,Acidente
2584,315,2015-04-08,PR,Sul,Incidente
2585,314,2015-04-30,BA,Nordeste,Ocorrência Anormal
2586,311,2015-06-16,MG,Sudeste,Acidente
2587,310,2015-06-19,BA,Nordeste,Incidente Grave
2588,310,2015-06-19,BA,Nordeste,Incidente Grave
2589,309,2015-08-05,PR,Sul,Ocorrência Anormal
2590,308,2015-07-10,CE,Nordeste,Acidente
2591,307,2015-07-09,SP,Sudeste,Acidente
2592,306,2015-07-10,MG,Sudeste,Incidente
2593,305,2015-07-17,MG,Sudeste,Incidente
2594,304,2015-07-09,MG,Sudeste,Ocorrência Anormal
2595,303,2015-07-07,MA,Nordeste,Incidente Grave
2596,82,2015-05-24,MS,Centro-Oeste,Acidente
2597,81,2015-05-25,SP,Sudeste,Incidente
2598,80,2015-05-17,SP,Sudeste,Ocorrência Anormal
2599,79,2015-05-27,SC,Sul,Ocorrência Anormal
2600,72,2015-05-20,MA,Nordeste,Incidente
2601,66,2015-05-20,PA,Norte,Ocorrência Anormal
2602,78,2015-05-21,PA,Norte,Acidente
2603,77,2015-06-05,DF,Centro-Oeste,Incidente
2604,76,2015-05-20,RJ,Sudeste,Ocorrência Anormal
2605,75,2015-05-20,SP,Sudeste,Incidente
2606,74,2006-09-13,GO,Centro-Oeste,Acidente
2607,73,2006-09-19,CE,Nordeste,Acidente
2608,71,2015-05-20,AL,Nordeste,Incidente Grave
2609,70,2015-05-21,SP,Sudeste,Incidente
2610,69,2015-05-20,AM,Norte,Incidente
2611,68,2015-05-21,SP,Sudeste,Incidente
2612,67,2015-05-22,PR,Sul,Ocorrência Anormal
2613,65,2015-05-21,MG,Sudeste,Incidente
2614,864,2010-05-03,DF,Centro-Oeste,Ocorrência de Solo
2615,863,2010-05-02,BA,Nordeste,Ocorrência Anormal
2616,862,2010-05-02,SP,Sudeste,Ocorrência Anormal
2617,861,2010-05-01,AM,Norte,Incidente
2618,860,2010-05-01,RJ,Sudeste,Incidente
2619,859,2010-05-01,BA,Nordeste,Incidente Grave
2620,858,2010-05-01,SC,Sul,Ocorrência Anormal
2621,857,2010-05-01,SC,Sul,Ocorrência Anormal
2622,856,2010-04-30,MG,Sudeste,Incidente
2623,855,2010-04-30,MT,Centro-Oeste,Incidente Grave
2624,855,2010-04-30,MT,Centro-Oeste,Incidente Grave
2625,854,2010-04-30,BA,Nordeste,Incidente
2626,853,2010-04-29,SC,Sul,Incidente
2627,852,2010-04-28,RS,Sul,Acidente
2628,851,2010-04-28,GO,Centro-Oeste,Incidente
2629,850,2010-04-27,RJ,Sudeste,Acidente
2630,848,2010-04-24,CE,Nordeste,Ocorrência Anormal
2631,847,2010-04-23,PR,Sul,Ocorrência de Solo
2632,846,2010-04-22,RJ,Sudeste,Ocorrência Anormal
2633,845,2010-04-22,BA,Nordeste,Ocorrência Anormal
2634,849,2010-04-25,DF,Centro-Oeste,Ocorrência de Solo
2635,537,2010-01-12,SP,Sudeste,Ocorrência Anormal
2636,536,2010-01-12,PA,Norte,Acidente
2637,535,2010-01-11,MT,Centro-Oeste,Acidente
2638,534,2010-01-11,AM,Norte,Ocorrência Anormal
2639,533,2010-01-11,RJ,Sudeste,Ocorrência Anormal
2640,532,2010-01-10,MG,Sudeste,Incidente
2641,531,2010-01-10,GO,Centro-Oeste,Incidente
2642,530,2010-01-10,RS,Sul,Incidente
2643,529,2010-01-10,DF,Centro-Oeste,Incidente
2644,528,2010-01-10,PR,Sul,Incidente Grave
2645,527,2010-01-10,SP,Sudeste,Acidente
2646,526,2010-01-09,AM,Norte,Incidente Grave
2647,525,2010-01-08,MG,Sudeste,Acidente
2648,524,2010-01-07,Exterior,,Incidente
2649,523,2010-01-07,DF,Centro-Oeste,Ocorrência Anormal
2650,522,2010-01-07,PR,Sul,Incidente
2651,521,2010-01-06,BA,Nordeste,Incidente
2652,520,2010-01-06,RJ,Sudeste,Ocorrência Anormal
2653,519,2010-01-05,RJ,Sudeste,Ocorrência Anormal
2654,518,2010-01-04,MT,Centro-Oeste,Acidente
2655,517,2010-01-04,SP,Sudeste,Ocorrência Anormal
2656,516,2010-01-04,BA,Nordeste,Ocorrência Anormal
2657,515,2010-01-03,RJ,Sudeste,Incidente
2658,514,2010-01-03,RJ,Sudeste,Incidente
2659,302,2015-06-28,RJ,Sudeste,Incidente Grave
2660,301,2015-07-07,SP,Sudeste,Incidente Grave
2661,300,2015-07-06,SP,Sudeste,Ocorrência Anormal
2662,299,2015-07-06,PR,Sul,Ocorrência Anormal
2663,298,2015-07-06,SP,Sudeste,Ocorrência de Solo
2664,297,2015-07-03,PA,Norte,Incidente Grave
2665,297,2015-07-03,PA,Norte,Incidente Grave
2666,295,2015-07-05,GO,Centro-Oeste,Incidente
2667,296,2015-07-05,SC,Sul,Acidente
2668,296,2015-07-05,SC,Sul,Acidente
2669,294,2015-07-04,AM,Norte,Incidente
2670,293,2015-06-29,DF,Centro-Oeste,Ocorrência Anormal
2671,292,2015-06-29,MT,Centro-Oeste,Acidente
2672,291,2015-06-30,SP,Sudeste,Incidente
2673,290,2015-06-27,RS,Sul,Acidente
2674,289,2015-07-10,PR,Sul,Incidente
2675,288,2015-06-29,MG,Sudeste,Acidente
2676,287,2015-06-26,CE,Nordeste,Acidente
2677,286,2015-06-27,PR,Sul,Ocorrência Anormal
2678,285,2015-06-26,PR,Sul,Ocorrência Anormal
2679,64,2015-05-20,GO,Centro-Oeste,Incidente Grave
2680,63,2015-05-25,PR,Sul,Incidente
2681,62,2015-05-24,SP,Sudeste,Incidente
2682,61,2015-05-29,RS,Sul,Incidente
2683,60,2015-05-03,PR,Sul,Ocorrência Anormal
2684,59,2015-05-23,SP,Sudeste,Incidente
2685,58,2015-05-28,RJ,Sudeste,Ocorrência Anormal
2686,57,2015-05-29,MG,Sudeste,Acidente
2687,54,2015-04-06,RO,Norte,Incidente
2688,53,2015-02-03,SC,Sul,Acidente
2689,56,2015-05-29,AM,Norte,Acidente
2690,55,2015-04-21,SC,Sul,Ocorrência Anormal
2691,52,2012-04-28,PR,Sul,Acidente
2692,51,2015-01-22,SP,Sudeste,Incidente
2693,50,2015-01-27,RJ,Sudeste,Incidente Grave
2694,49,2015-03-04,SP,Sudeste,Ocorrência Anormal
2695,48,2015-03-12,SP,Sudeste,Acidente
2696,844,2010-04-22,RJ,Sudeste,Ocorrência Anormal
2697,843,2010-04-22,MG,Sudeste,Ocorrência Anormal
2698,842,2010-04-22,DF,Centro-Oeste,Ocorrência Anormal
2699,841,2010-04-21,RJ,Sudeste,Incidente
2700,840,2010-04-21,MG,Sudeste,Incidente
2701,839,2010-04-20,MA,Nordeste,Incidente
2702,838,2010-04-20,MT,Centro-Oeste,Acidente
2703,837,2010-04-20,RS,Sul,Incidente
2704,836,2010-04-18,RJ,Sudeste,Incidente
2705,835,2010-04-18,SP,Sudeste,Ocorrência Anormal
2706,834,2010-04-18,BA,Nordeste,Ocorrência Anormal
2707,833,2010-04-18,RJ,Sudeste,Incidente
2708,832,2010-04-17,SP,Sudeste,Incidente
2709,831,2010-04-17,RR,Norte,Incidente Grave
2710,830,2010-04-17,SC,Sul,Incidente
