,id,dt_ocorrencia,uf,regiao,classificacao_da_ocorrencia
524,8127,2018-09-21,MT,Centro-Oeste,Incidente Grave
525,8123,2018-09-18,PA,Norte,Incidente
526,8125,2018-09-22,SP,Sudeste,Acidente
527,8124,2018-09-19,BA,Nordeste,Incidente
528,8122,2018-09-19,AM,Norte,Incidente
529,8121,2018-08-14,MG,Sudeste,Incidente
530,7879,2018-05-21,RJ,Sudeste,Incidente
531,7877,2018-06-09,SP,Sudeste,Incidente
532,7876,2018-06-02,SP,Sudeste,Incidente
533,7875,2018-06-08,SP,Sudeste,Acidente
534,7875,2018-06-08,SP,Sudeste,Acidente
535,7873,2018-06-10,SP,Sudeste,Incidente
536,7872,2018-06-09,RJ,Sudeste,Incidente
537,7871,2018-06-09,MG,Sudeste,Incidente
538,7870,2018-06-03,SP,Sudeste,Incidente Grave
539,7870,2018-06-03,SP,Sudeste,Incidente Grave
540,7868,2018-06-05,SP,Sudeste,Incidente
541,7867,2018-05-31,PI,Nordeste,Incidente
542,7641,2017-12-09,BA,Nordeste,Incidente
543,7639,2017-12-09,MG,Sudeste,Acidente
544,7345,2017-01-22,MG,Sudeste,Acidente
545,7640,2017-12-07,CE,Nordeste,Incidente
546,7638,2017-11-27,PR,Sul,Incidente
547,7637,2017-11-29,RS,Sul,Incidente
548,7344,2017-01-19,RJ,Sudeste,Acidente
549,7636,2017-12-09,RS,Sul,Incidente Grave
550,7635,2017-12-09,GO,Centro-Oeste,Incidente Grave
551,7634,2017-12-07,SC,Sul,Incidente
552,7632,2017-12-06,SC,Sul,Acidente
553,7633,2017-12-03,MS,Centro-Oeste,Acidente
554,7633,2017-12-03,MS,Centro-Oeste,Acidente
555,7631,2017-11-29,BA,Nordeste,Incidente
556,7630,2017-11-18,ES,Sudeste,Incidente
557,7629,2017-12-06,MG,Sudeste,Incidente
558,7348,2016-12-31,MG,Sudeste,Acidente
559,7350,2017-01-26,ES,Sudeste,Incidente
560,7349,2017-01-20,PA,Norte,Acidente
561,7347,2017-02-09,PA,Norte,Acidente
562,7346,2017-01-14,PA,Norte,Acidente
563,7343,2017-03-24,SP,Sudeste,Incidente
564,7342,2017-03-24,SP,Sudeste,Acidente
565,7341,2017-03-30,PE,Nordeste,Incidente
566,7340,2017-03-31,MS,Centro-Oeste,Incidente
567,7339,2017-03-31,MG,Sudeste,Incidente
568,7338,2017-03-31,SP,Sudeste,Acidente
569,7337,2017-04-04,MS,Centro-Oeste,Incidente
570,8120,2018-09-05,MG,Sudeste,Incidente
571,8119,2018-09-10,MG,Sudeste,Incidente
572,8118,2018-02-22,SP,Sudeste,Incidente
573,8117,2018-09-15,SP,Sudeste,Incidente
574,8116,2018-09-15,SC,Sul,Acidente
575,8115,2018-09-14,CE,Nordeste,Acidente
576,8115,2018-09-14,CE,Nordeste,Acidente
577,8113,2018-09-10,SP,Sudeste,Acidente
578,8112,2018-07-28,SC,Sul,Acidente
579,8114,2018-09-06,GO,Centro-Oeste,Acidente
580,8114,2018-09-06,GO,Centro-Oeste,Acidente
581,8111,2018-09-05,MT,Centro-Oeste,Acidente
582,8110,2018-09-07,BA,Nordeste,Incidente
583,8109,2018-09-06,SP,Sudeste,Incidente Grave
584,8108,2018-08-28,BA,Nordeste,Incidente
585,7866,2018-05-30,MT,Centro-Oeste,Acidente
586,7865,2018-03-22,RJ,Sudeste,Ocorrência de Solo
587,7866,2018-05-30,MT,Centro-Oeste,Acidente
588,7864,2018-06-01,SP,Sudeste,Incidente Grave
589,7863,2018-06-03,PR,Sul,Ocorrência de Solo
590,7862,2018-06-01,SP,Sudeste,Acidente
591,7861,2018-05-23,GO,Centro-Oeste,Incidente Grave
592,7860,2018-05-21,GO,Centro-Oeste,Acidente
593,7859,2018-05-28,PR,Sul,Incidente
594,7858,2018-05-22,TO,Norte,Incidente Grave
595,7858,2018-05-22,TO,Norte,Incidente Grave
596,7857,2018-05-23,SP,Sudeste,Acidente
597,7856,2018-05-20,RS,Sul,Incidente
598,7855,2018-05-22,AM,Norte,Acidente
599,7854,2018-05-20,MG,Sudeste,Incidente Grave
600,7853,2018-05-21,MG,Sudeste,Incidente
601,7852,2018-05-19,GO,Centro-Oeste,Incidente Grave
602,7851,2018-05-19,PA,Norte,Acidente
603,7850,2018-05-17,SP,Sudeste,Incidente
604,7628,2017-11-11,RS,Sul,Acidente
605,7627,2017-11-28,PR,Sul,Incidente
606,7626,2017-12-03,PR,Sul,Acidente
607,7625,2017-12-03,SP,Sudeste,Acidente
608,7624,2017-11-27,SP,Sudeste,Incidente
609,7623,2017-11-30,PR,Sul,Acidente
610,7622,2017-11-30,MG,Sudeste,Incidente Grave
611,7621,2017-11-26,BA,Nordeste,Incidente Grave
612,7620,2017-11-30,DF,Centro-Oeste,Incidente Grave
613,7619,2017-11-26,BA,Nordeste,Acidente
614,7618,2017-11-25,PR,Sul,Incidente
615,7617,2017-11-23,RS,Sul,Incidente
616,7616,2017-11-25,SP,Sudeste,Acidente
617,7616,2017-11-25,SP,Sudeste,Acidente
618,7615,2017-11-26,SC,Sul,Incidente
619,7613,2017-11-19,RJ,Sudeste,Incidente
620,7336,2017-03-31,PR,Sul,Incidente
621,7614,2017-11-23,PA,Norte,Acidente
622,7335,2017-03-06,RS,Sul,Acidente
623,7334,2016-05-27,GO,Centro-Oeste,Incidente
624,7333,2017-02-22,RJ,Sudeste,Incidente
625,7332,2017-03-18,MT,Centro-Oeste,Acidente
626,7331,2017-03-15,PA,Norte,Incidente
627,7330,2017-03-18,SP,Sudeste,Incidente
628,7329,2017-03-21,SP,Sudeste,Incidente
629,7328,2017-03-22,SP,Sudeste,Incidente Grave
630,8066,2018-08-27,SP,Sudeste,Incidente
631,8064,2018-07-28,SP,Sudeste,Incidente
632,7327,2017-02-24,PE,Nordeste,Ocorrência de Solo
633,7326,2017-03-19,RS,Sul,Incidente
634,7325,2017-03-18,RS,Sul,Acidente
635,7323,2017-03-21,AM,Norte,Acidente
636,8106,2018-09-01,MG,Sudeste,Acidente
637,7324,2017-03-18,RS,Sul,Incidente Grave
638,7322,2017-03-15,RS,Sul,Acidente
639,8107,2018-09-02,PB,Nordeste,Acidente
640,8104,2018-08-29,SP,Sudeste,Incidente
641,8067,2018-08-28,RS,Sul,Acidente
642,8103,2018-08-30,BA,Nordeste,Acidente
643,8065,2018-08-25,SP,Sudeste,Incidente Grave
644,8063,2018-08-25,BA,Nordeste,Incidente
645,8062,2018-08-24,SP,Sudeste,Incidente
646,8061,2018-08-24,SP,Sudeste,Acidente
647,8060,2018-08-23,GO,Centro-Oeste,Incidente
648,8059,2018-07-09,PI,Nordeste,Incidente
649,7849,2018-05-17,MG,Sudeste,Incidente
650,7848,2018-05-16,AM,Norte,Acidente
651,7847,2018-05-17,SP,Sudeste,Incidente
652,7846,2018-05-16,SP,Sudeste,Acidente
653,7845,2018-05-16,SP,Sudeste,Incidente
654,7844,2018-05-16,SP,Sudeste,Incidente
655,7843,2018-05-08,RJ,Sudeste,Incidente
656,7842,2018-05-07,GO,Centro-Oeste,Acidente
657,7841,2018-05-09,RJ,Sudeste,Acidente
658,7840,2018-05-09,MG,Sudeste,Incidente
659,7839,2018-05-07,TO,Norte,Incidente
660,7838,2018-05-08,MG,Sudeste,Acidente
661,7837,2018-05-06,PR,Sul,Acidente
662,7835,2018-05-03,PA,Norte,Acidente
663,7836,2018-05-04,SC,Sul,Acidente
664,7834,2018-03-18,MA,Nordeste,Incidente
665,7833,2018-05-03,MA,Nordeste,Incidente Grave
666,7611,2017-11-20,MG,Sudeste,Incidente
667,7609,2017-11-21,AM,Norte,Incidente
668,7608,2017-11-19,SP,Sudeste,Acidente
669,7612,2017-11-24,MA,Nordeste,Acidente
670,7610,2017-11-19,RJ,Sudeste,Ocorrência de Solo
671,7607,2017-11-18,SP,Sudeste,Acidente
672,7606,2017-11-19,RJ,Sudeste,Incidente
673,7605,2017-11-17,MG,Sudeste,Ocorrência de Solo
674,7604,2017-11-15,SP,Sudeste,Incidente
675,7603,2017-11-18,PR,Sul,Incidente Grave
676,7602,2017-11-16,PI,Nordeste,Incidente
677,7601,2017-11-17,PA,Norte,Acidente
678,7600,2017-11-13,PR,Sul,Incidente
679,7599,2017-11-14,SP,Sudeste,Acidente
680,7597,2017-11-11,RO,Norte,Acidente
681,7598,2017-11-13,PB,Nordeste,Incidente Grave
682,7596,2017-11-11,AC,Norte,Incidente
683,7321,2017-02-22,RS,Sul,Acidente
684,7318,2017-03-17,PR,Sul,Acidente
685,7320,2017-03-24,SP,Sudeste,Incidente
686,7319,2017-04-15,RJ,Sudeste,Acidente
687,7317,2017-03-17,AM,Norte,Incidente Grave
688,7316,2017-03-16,MT,Centro-Oeste,Incidente Grave
689,7315,2017-03-15,SP,Sudeste,Ocorrência de Solo
690,7314,2017-03-04,PR,Sul,Ocorrência de Solo
691,7313,2017-03-13,PA,Norte,Incidente
692,7312,2017-03-14,MS,Centro-Oeste,Incidente
693,7311,2017-04-28,SP,Sudeste,Acidente
694,7310,2017-04-22,SP,Sudeste,Incidente
695,7309,2017-04-27,DF,Centro-Oeste,Incidente
696,7308,2017-04-21,PA,Norte,Acidente
697,7307,2017-05-10,RS,Sul,Incidente
698,7306,2017-05-09,MG,Sudeste,Incidente
699,7305,2017-05-04,SP,Sudeste,Incidente Grave
700,8057,2018-08-23,RJ,Sudeste,Incidente
701,8056,2018-08-21,SP,Sudeste,Incidente Grave
702,8058,2018-08-23,RO,Norte,Incidente Grave
703,8058,2018-08-23,RO,Norte,Incidente Grave
704,8055,2018-07-20,PE,Nordeste,Incidente
705,8054,2018-08-17,GO,Centro-Oeste,Incidente
706,7824,2018-04-28,MT,Centro-Oeste,Acidente
707,8053,2018-08-21,RS,Sul,Acidente
708,8052,2018-08-16,PR,Sul,Incidente
709,8051,2018-08-16,MT,Centro-Oeste,Incidente Grave
710,8050,2018-08-13,RO,Norte,Incidente
711,8049,2018-08-12,MG,Sudeste,Incidente Grave
712,8051,2018-08-16,MT,Centro-Oeste,Incidente Grave
713,8048,2018-08-11,GO,Centro-Oeste,Acidente
714,8047,2018-08-11,SP,Sudeste,Incidente Grave
715,8047,2018-08-11,SP,Sudeste,Incidente Grave
716,8046,2018-08-09,MA,Nordeste,Incidente
717,8045,2018-08-11,MT,Centro-Oeste,Incidente
718,8044,2018-08-10,ES,Sudeste,Acidente
719,7832,2018-04-27,PA,Norte,Incidente Grave
720,7827,2018-03-27,GO,Centro-Oeste,Incidente Grave
721,7825,2018-03-09,RO,Norte,Incidente
722,7832,2018-04-27,PA,Norte,Incidente Grave
723,7831,2018-02-20,MG,Sudeste,Incidente
724,7830,2018-05-05,SP,Sudeste,Incidente
725,7830,2018-05-05,SP,Sudeste,Incidente
726,7829,2018-05-05,SP,Sudeste,Acidente
727,7828,2018-04-29,PR,Sul,Acidente
728,7823,2018-04-28,TO,Norte,Incidente Grave
729,7822,2018-04-29,GO,Centro-Oeste,Acidente
730,7821,2018-04-30,AM,Norte,Acidente
731,7820,2018-04-27,PR,Sul,Incidente Grave
732,7819,2018-04-12,GO,Centro-Oeste,Incidente Grave
733,7819,2018-04-12,GO,Centro-Oeste,Incidente Grave
734,7818,2018-04-21,MT,Centro-Oeste,Incidente Grave
735,7595,2017-11-09,BA,Nordeste,Incidente
736,7594,2017-11-05,PR,Sul,Incidente
737,7593,2017-11-11,PE,Nordeste,Acidente
738,7592,2017-10-26,RJ,Sudeste,Incidente
739,7591,2017-11-10,CE,Nordeste,Acidente
740,7590,2017-10-26,RS,Sul,Incidente
741,7587,2017-11-07,PR,Sul,Acidente
742,7589,2017-11-10,GO,Centro-Oeste,Acidente
743,7586,2017-11-02,RS,Sul,Incidente Grave
744,7585,2017-10-31,MG,Sudeste,Incidente Grave
745,7584,2017-11-02,AM,Norte,Acidente
746,7584,2017-11-02,AM,Norte,Acidente
747,7304,2017-05-08,SP,Sudeste,Incidente
748,7583,2017-10-24,PR,Sul,Incidente
749,7582,2017-05-15,MA,Nordeste,Incidente Grave
750,7303,2017-04-26,RS,Sul,Incidente
751,7302,2017-04-27,RS,Sul,Incidente
752,7301,2017-05-02,MG,Sudeste,Incidente
753,7300,2017-05-11,MG,Sudeste,Incidente Grave
754,7299,2017-05-09,PR,Sul,Acidente
755,7298,2017-05-05,GO,Centro-Oeste,Incidente Grave
756,7297,2017-05-09,SC,Sul,Incidente
757,7296,2017-04-29,SP,Sudeste,Incidente
758,7295,2017-04-28,SP,Sudeste,Incidente
759,7294,2017-04-23,PR,Sul,Acidente
760,7293,2017-04-12,RJ,Sudeste,Acidente
761,7292,2017-05-06,SP,Sudeste,Incidente
762,7291,2017-05-15,SP,Sudeste,Incidente
763,7290,2017-05-10,RJ,Sudeste,Acidente
764,7289,2017-05-11,SP,Sudeste,Incidente
765,7288,2017-03-12,SP,Sudeste,Incidente
766,7287,2017-03-22,SP,Sudeste,Incidente
767,7286,2017-03-11,MT,Centro-Oeste,Incidente
768,7285,2017-03-21,RS,Sul,Incidente
769,8040,2018-08-04,RS,Sul,Incidente Grave
770,8040,2018-08-04,RS,Sul,Incidente Grave
771,8039,2018-08-06,CE,Nordeste,Acidente
772,8038,2018-08-03,SC,Sul,Incidente
773,8037,2018-08-01,GO,Centro-Oeste,Acidente
774,8036,2018-07-31,BA,Nordeste,Incidente
775,8033,2018-07-29,PR,Sul,Acidente
776,8033,2018-07-29,PR,Sul,Acidente
777,8035,2018-08-02,TO,Norte,Incidente
778,8034,2018-07-30,MT,Centro-Oeste,Incidente Grave
779,8034,2018-07-30,MT,Centro-Oeste,Incidente Grave
780,7816,2018-04-17,PR,Sul,Incidente
781,8032,2018-07-27,PA,Norte,Acidente
782,8031,2018-07-25,SP,Sudeste,Incidente
783,8030,2018-07-26,RJ,Sudeste,Incidente
784,8029,2018-07-27,PR,Sul,Incidente
785,7817,2018-04-06,GO,Centro-Oeste,Acidente
786,7815,2018-04-05,SP,Sudeste,Incidente
787,7814,2018-04-03,PR,Sul,Incidente
788,7813,2018-03-22,MG,Sudeste,Incidente
789,7812,2018-04-15,MT,Centro-Oeste,Acidente
790,7811,2018-04-17,AM,Norte,Acidente
791,7810,2018-04-21,MS,Centro-Oeste,Incidente
792,7808,2018-04-20,ES,Sudeste,Incidente
793,7808,2018-04-20,ES,Sudeste,Incidente
794,7807,2018-04-19,PR,Sul,Incidente
795,7805,2018-04-16,GO,Centro-Oeste,Acidente
796,7804,2018-04-14,MG,Sudeste,Acidente
797,7806,2018-04-20,SP,Sudeste,Incidente Grave
798,7806,2018-04-20,SP,Sudeste,Incidente Grave
799,7803,2018-04-17,PR,Sul,Acidente
800,7801,2018-04-17,SP,Sudeste,Incidente
801,7800,2018-03-28,MS,Centro-Oeste,Acidente
802,7802,2018-04-12,TO,Norte,Acidente
803,7802,2018-04-12,TO,Norte,Acidente
804,7800,2018-03-28,MS,Centro-Oeste,Acidente
805,7581,2017-10-29,SP,Sudeste,Incidente
806,7580,2017-10-28,GO,Centro-Oeste,Acidente
807,7579,2017-10-31,ES,Sudeste,Incidente
808,7578,2017-10-19,RS,Sul,Ocorrência de Solo
809,7577,2017-10-20,PR,Sul,Incidente
810,7576,2017-10-29,RS,Sul,Acidente
811,7575,2017-10-24,PR,Sul,Incidente
812,7574,2017-10-24,PA,Norte,Acidente
813,7573,2017-10-23,SP,Sudeste,Ocorrência de Solo
814,7572,2017-10-20,MS,Centro-Oeste,Acidente
815,7571,2017-10-21,SC,Sul,Acidente
816,7570,2017-10-23,RS,Sul,Incidente Grave
817,7569,2017-10-23,MG,Sudeste,Incidente
818,7568,2017-10-22,PA,Norte,Acidente
819,7567,2017-10-16,RR,Norte,Acidente
820,7566,2017-10-18,MG,Sudeste,Incidente
821,7565,2017-10-19,RS,Sul,Ocorrência de Solo
822,7564,2017-10-11,PR,Sul,Incidente
823,7563,2017-10-17,AM,Norte,Acidente
824,7283,2017-03-07,RS,Sul,Incidente
825,7282,2017-03-11,BA,Nordeste,Incidente
826,7281,2017-02-23,RS,Sul,Ocorrência de Solo
827,7284,2017-04-12,RS,Sul,Acidente
828,7280,2017-03-01,RJ,Sudeste,Acidente
829,7279,2017-03-04,SP,Sudeste,Incidente
830,7278,2017-02-11,MG,Sudeste,Incidente
831,7277,2017-02-22,SC,Sul,Incidente Grave
832,7276,2016-12-07,AM,Norte,Acidente
833,7275,2016-11-09,SP,Sudeste,Incidente
834,7274,2016-10-28,GO,Centro-Oeste,Acidente
835,7273,2016-11-08,SC,Sul,Incidente Grave
836,7272,2017-05-24,MG,Sudeste,Incidente
837,7271,2017-06-05,SP,Sudeste,Incidente
838,7270,2017-06-02,SC,Sul,Incidente
839,7269,2017-06-06,PR,Sul,Incidente
840,7268,2017-06-07,SP,Sudeste,Incidente
841,7267,2017-06-05,DF,Centro-Oeste,Incidente
842,8028,2018-07-31,AC,Norte,Incidente
843,8027,2018-07-27,MG,Sudeste,Incidente
844,8026,2018-07-27,SP,Sudeste,Ocorrência de Solo
845,8025,2018-07-30,AM,Norte,Incidente
846,8024,2018-07-24,SP,Sudeste,Incidente
847,8023,2018-07-27,PR,Sul,Incidente
848,8022,2018-07-29,SP,Sudeste,Acidente
849,8021,2018-07-18,MS,Centro-Oeste,Incidente
850,8020,2018-07-29,CE,Nordeste,Incidente Grave
851,8019,2010-01-03,RJ,Sudeste,Incidente
852,8018,2010-01-05,RS,Sul,Incidente
853,8017,2010-01-07,AM,Norte,Incidente
854,7797,2018-04-11,RS,Sul,Acidente
855,8017,2010-01-07,AM,Norte,Incidente
856,8016,2010-01-18,AC,Norte,Incidente
857,8015,2010-01-19,RJ,Sudeste,Incidente
858,7799,2018-04-14,RS,Sul,Incidente
859,7798,2018-04-10,BA,Nordeste,Incidente
860,7796,2018-01-23,PE,Nordeste,Acidente
861,7795,2018-02-07,SP,Sudeste,Acidente
862,7794,2018-02-07,PA,Norte,Acidente
863,7793,2018-03-22,RJ,Sudeste,Incidente
864,7792,2018-04-10,DF,Centro-Oeste,Incidente Grave
865,7792,2018-04-10,DF,Centro-Oeste,Incidente Grave
866,7791,2018-04-06,RS,Sul,Incidente
867,7790,2018-04-08,SP,Sudeste,Incidente
868,7789,2018-04-02,MT,Centro-Oeste,Acidente
869,7788,2018-04-03,MG,Sudeste,Acidente
870,7560,2017-10-12,SP,Sudeste,Acidente
871,7559,2017-10-10,MT,Centro-Oeste,Acidente
872,7786,2018-04-01,MA,Nordeste,Incidente
873,7785,2018-04-05,PE,Nordeste,Incidente Grave
874,7785,2018-04-05,PE,Nordeste,Incidente Grave
875,7784,2018-04-06,RJ,Sudeste,Incidente Grave
876,7561,2017-10-12,SP,Sudeste,Acidente
877,7562,2017-10-15,PR,Sul,Incidente Grave
878,7558,2017-10-12,RJ,Sudeste,Incidente
879,7557,2017-08-11,RJ,Sudeste,Incidente
880,7556,2017-10-12,BA,Nordeste,Incidente
881,7555,2017-10-09,SP,Sudeste,Acidente
882,7554,2017-10-11,SP,Sudeste,Incidente
883,7553,2017-09-08,PA,Norte,Incidente
884,7552,2017-10-07,SP,Sudeste,Acidente
885,7551,2017-10-02,MG,Sudeste,Ocorrência de Solo
886,7550,2017-10-02,MG,Sudeste,Ocorrência de Solo
887,7549,2017-10-02,MG,Sudeste,Ocorrência de Solo
888,7547,2017-10-02,MG,Sudeste,Ocorrência de Solo
889,7547,2017-10-02,MG,Sudeste,Ocorrência de Solo
890,7546,2017-09-11,RJ,Sudeste,Ocorrência de Solo
891,7545,2017-09-30,PA,Norte,Acidente
892,7544,2017-09-30,GO,Centro-Oeste,Acidente
893,7263,2017-05-31,SP,Sudeste,Incidente
894,7254,2017-02-16,PA,Norte,Acidente
895,7253,2017-02-04,RJ,Sudeste,Ocorrência de Solo
896,7544,2017-09-30,GO,Centro-Oeste,Acidente
897,7543,2017-10-01,GO,Centro-Oeste,Acidente
898,7266,2017-05-08,MT,Centro-Oeste,Acidente
899,7265,2017-06-08,AL,Nordeste,Incidente
900,7264,2017-06-03,SC,Sul,Incidente
901,7262,2017-06-02,PA,Norte,Ocorrência de Solo
902,7261,2016-02-24,RR,Norte,Incidente Grave
903,7260,2017-06-09,MG,Sudeste,Incidente Grave
904,7256,2017-03-07,GO,Centro-Oeste,Acidente
905,7255,2017-02-18,PR,Sul,Incidente
906,7259,2016-10-29,SC,Sul,Acidente
907,7258,2016-07-19,PA,Norte,Acidente
908,7257,2014-03-09,SE,Nordeste,Acidente
909,5309,2003-01-26,Indeterminado,,Acidente
910,5308,2003-01-24,Indeterminado,,Acidente
911,5307,2003-01-20,Indeterminado,,Acidente
912,5306,2003-01-11,Indeterminado,,Acidente
913,5305,2003-01-04,Indeterminado,,Acidente
914,5304,2002-12-28,Indeterminado,,Acidente
915,5303,2002-12-19,Indeterminado,,Acidente
916,5302,2002-12-13,Indeterminado,,Acidente
917,5300,2002-12-01,Indeterminado,,Acidente
918,5301,2002-12-07,Indeterminado,,Acidente
919,5299,2002-12-01,Indeterminado,,Acidente
920,5298,2002-11-30,Indeterminado,,Acidente
921,5011,2005-03-12,Indeterminado,,Acidente
922,5009,2005-03-05,Indeterminado,,Acidente
923,5010,2005-03-10,Indeterminado,,Acidente
924,5008,2005-02-26,Indeterminado,,Acidente
925,5007,2005-02-22,Indeterminado,,Acidente
926,5006,2005-02-14,Indeterminado,,Acidente
927,5627,2014-01-18,RJ,Sudeste,Incidente
928,5005,2005-02-13,Indeterminado,,Acidente
929,5004,2005-02-11,Indeterminado,,Acidente
930,5003,2005-02-10,Indeterminado,,Acidente
931,5001,2005-02-08,Indeterminado,,Acidente
932,5000,2005-01-30,Indeterminado,,Acidente
933,5002,2005-02-09,Indeterminado,,Acidente
934,4790,2001-11-07,Indeterminado,,Acidente
935,4790,2001-11-07,Indeterminado,,Acidente
936,4789,2013-12-15,PR,Sul,Ocorrência Anormal
937,4788,2013-12-10,PA,Norte,Incidente
938,4787,2013-12-06,AM,Norte,Incidente
939,4786,2013-12-02,RJ,Sudeste,Incidente
940,4785,2013-12-10,MT,Centro-Oeste,Acidente
941,5634,2014-02-21,ES,Sudeste,Incidente
942,5633,2014-03-18,SP,Sudeste,Ocorrência Anormal
943,4784,2004-08-08,Indeterminado,,Acidente
944,4783,2004-08-04,Indeterminado,,Acidente
945,4782,2004-07-22,Indeterminado,,Acidente
946,5626,2014-01-19,RJ,Sudeste,Ocorrência Anormal
947,4781,2004-07-05,Indeterminado,,Acidente
948,4780,2004-05-14,Indeterminado,,Acidente
949,5637,2014-03-21,RJ,Sudeste,Incidente
950,5636,2014-02-12,AM,Norte,Incidente
951,5635,2014-02-20,MG,Sudeste,Incidente
952,5288,2002-10-07,Indeterminado,,Acidente
953,5632,2014-03-18,AM,Norte,Incidente
954,5631,2014-01-21,SP,Sudeste,Ocorrência Anormal
955,5630,2013-12-16,PR,Sul,Acidente
956,5629,2014-01-18,MG,Sudeste,Ocorrência Anormal
957,5628,2014-01-20,MG,Sudeste,Ocorrência Anormal
958,5625,2014-01-17,RJ,Sudeste,Incidente
959,5624,2014-01-21,SP,Sudeste,Incidente Grave
960,5623,2014-01-26,SP,Sudeste,Incidente
961,5622,2014-01-09,PR,Sul,Ocorrência Anormal
962,5621,2013-12-29,RJ,Sudeste,Incidente
963,5620,2013-12-29,PR,Sul,Incidente
964,5296,2002-11-30,Indeterminado,,Acidente
965,5295,2002-11-22,Indeterminado,,Acidente
966,5294,2002-11-14,Indeterminado,,Acidente
967,5291,2002-10-17,Indeterminado,,Acidente
968,5290,2002-10-15,Indeterminado,,Acidente
969,5293,2002-11-09,Indeterminado,,Acidente
970,5292,2002-10-17,Indeterminado,,Acidente
971,5289,2002-10-15,Indeterminado,,Acidente
972,5287,2002-10-03,Indeterminado,,Acidente
973,5286,2002-10-02,Indeterminado,,Acidente
974,5297,2002-11-30,Indeterminado,,Acidente
975,4999,2005-01-16,Indeterminado,,Acidente
976,4993,2004-12-22,Indeterminado,,Acidente
977,4992,2004-12-11,Indeterminado,,Acidente
978,4991,2004-12-07,Indeterminado,,Acidente
979,4998,2005-01-12,Indeterminado,,Acidente
980,4997,2005-01-12,Indeterminado,,Acidente
981,4996,2004-12-31,Indeterminado,,Acidente
982,4995,2004-12-27,Indeterminado,,Acidente
983,4994,2004-12-22,Indeterminado,,Acidente
984,4990,2004-12-01,Indeterminado,,Acidente
985,4989,2004-11-29,Indeterminado,,Acidente
986,4988,2004-11-27,Indeterminado,,Acidente
987,4987,2004-11-21,Indeterminado,,Acidente
988,4779,2004-05-14,Indeterminado,,Acidente
989,4778,2004-05-11,Indeterminado,,Acidente
990,4777,2004-05-08,Indeterminado,,Acidente
991,4774,2004-04-01,Indeterminado,,Acidente
992,4772,2004-03-02,Indeterminado,,Acidente
993,4776,2004-04-20,Indeterminado,,Acidente
994,4775,2004-04-10,Indeterminado,,Acidente
995,4773,2004-03-10,Indeterminado,,Acidente
996,4770,2001-11-05,Indeterminado,,Acidente
997,4771,2004-02-23,Indeterminado,,Acidente
998,4769,2001-11-02,Indeterminado,,Acidente
999,4768,2001-10-23,Indeterminado,,Acidente
1000,5619,2013-12-29,PR,Sul,Incidente
1001,5618,2013-12-18,SP,Sudeste,Incidente
1002,5617,2013-12-13,PR,Sul,Acidente
1003,5616,2013-12-12,SP,Sudeste,Incidente
1004,5615,2014-01-09,RS,Sul,Acidente
1005,5614,2014-01-15,SP,Sudeste,Incidente
1006,5613,2013-12-18,SP,Sudeste,Ocorrência Anormal
1007,5612,2013-12-18,SP,Sudeste,Incidente
1008,5611,2013-12-16,AL,Nordeste,Incidente
1009,5610,2013-12-16,DF,Centro-Oeste,Incidente
1010,5609,2013-12-31,MG,Sudeste,Acidente
1011,5608,2013-11-04,MT,Centro-Oeste,Acidente
1012,5607,2007-12-30,MG,Sudeste,Acidente
1013,5606,2007-07-24,Indeterminado,,Acidente
1014,5605,2000-07-22,Indeterminado,,Acidente
1015,5604,2009-12-29,Indeterminado,,Acidente
1016,5603,2009-12-29,RS,Sul,Acidente
1017,5602,2009-12-28,RS,Sul,Acidente
1018,5601,2009-12-23,Indeterminado,,Acidente
1019,5600,2009-12-23,MA,Nordeste,Acidente
1020,5278,2002-08-30,Indeterminado,,Acidente
1021,5284,2002-09-27,Indeterminado,,Acidente
1022,5283,2002-09-24,MA,Nordeste,Acidente
1023,5282,2002-09-22,Indeterminado,,Acidente
1024,5281,2002-09-14,Indeterminado,,Acidente
1025,5280,2002-09-09,Indeterminado,,Acidente
1026,5279,2002-09-06,Indeterminado,,Acidente
1027,5277,2002-08-30,Indeterminado,,Acidente
1028,5276,2004-10-22,MT,Centro-Oeste,Acidente
1029,5275,2004-10-12,Indeterminado,,Acidente
1030,5285,2002-09-29,Indeterminado,,Acidente
1031,4986,2004-11-21,Indeterminado,,Acidente
1032,4985,2004-11-16,Indeterminado,,Acidente
1033,4984,2004-11-11,AM,Norte,Acidente
1034,4981,2004-11-07,Indeterminado,,Acidente
1035,4983,2004-11-08,Indeterminado,,Acidente
1036,4982,2004-11-07,Indeterminado,,Acidente
1037,4980,2004-10-28,Indeterminado,,Acidente
1038,4979,2004-10-28,Indeterminado,,Acidente
1039,4978,2004-10-26,Indeterminado,,Acidente
1040,4977,2004-10-23,Indeterminado,,Acidente
1041,4976,2014-01-24,PR,Sul,Ocorrência Anormal
1042,4975,2014-01-24,SP,Sudeste,Acidente
1043,4767,2001-10-19,Indeterminado,,Acidente
1044,4766,2001-10-18,Indeterminado,,Acidente
